ID,DATE,BOROUGH,LAT,LON,NUM_CASUALTIES,NUM_FATAL,NUM_SERIOUS,NUM_SLIGHT
160714,2011-11-23T13:15:00Z,Bromley,51.309763,0.02746,1,0,0,1
531854,2011-11-23T13:15:00Z,Bromley,51.309763,0.02746,1,0,0,1
208137,2013-10-29T21:26:00Z,Bromley,51.369109,0.058815,1,0,0,1
579277,2013-10-29T21:26:00Z,Bromley,51.369109,0.058815,1,0,0,1
135926,2010-07-05T12:20:00Z,Bromley,51.369023,0.001487,1,0,0,1
507066,2010-07-05T12:20:00Z,Bromley,51.369023,0.001487,1,0,0,1
160806,2011-02-11T09:30:00Z,Bromley,51.369023,0.001487,1,0,0,1
531946,2011-02-11T09:30:00Z,Bromley,51.369023,0.001487,1,0,0,1
184341,2012-02-19T13:50:00Z,Bromley,51.395679,0.112047,1,0,0,1
555481,2012-02-19T13:50:00Z,Bromley,51.395679,0.112047,1,0,0,1
160840,2011-08-03T19:52:00Z,Bromley,51.422292,0.072136,1,0,0,1
531980,2011-08-03T19:52:00Z,Bromley,51.422292,0.072136,1,0,0,1
65903,2007-04-12T16:30:00Z,Bromley,51.422926,0.020382,1,0,1,0
437043,2007-04-12T16:30:00Z,Bromley,51.422926,0.020382,1,0,1,0
184699,2012-09-15T11:43:00Z,Bromley,51.420449,0.064429,1,0,0,1
555839,2012-09-15T11:43:00Z,Bromley,51.420449,0.064429,1,0,0,1
135828,2010-05-14T08:30:00Z,Bromley,51.43148,0.050828,1,0,0,1
506968,2010-05-14T08:30:00Z,Bromley,51.43148,0.050828,1,0,0,1
160546,2011-08-22T13:12:00Z,Bromley,51.296889,0.054004,1,0,0,1
531686,2011-08-22T13:12:00Z,Bromley,51.296889,0.054004,1,0,0,1
368390,2019-11-16T11:30:00Z,Bromley,51.382805,0.003295,1,0,0,1
739530,2019-11-16T11:30:00Z,Bromley,51.382805,0.003295,1,0,0,1
483586,2009-11-05T07:30:00Z,Bromley,51.424726,0.04621,1,0,0,1
112446,2009-11-05T07:30:00Z,Bromley,51.424726,0.04621,1,0,0,1
723212,2019-04-10T11:30:00Z,Bromley,51.390956,-0.023385,1,0,0,1
352072,2019-04-10T11:30:00Z,Bromley,51.390956,-0.023385,1,0,0,1
233104,2014-10-20T06:50:00Z,Bromley,51.371774,0.091118,1,0,0,1
604244,2014-10-20T06:50:00Z,Bromley,51.371774,0.091118,1,0,0,1
460337,2008-04-27T18:35:00Z,Bromley,51.374611,0.098432,1,0,0,1
89197,2008-04-27T18:35:00Z,Bromley,51.374611,0.098432,1,0,0,1
483456,2009-08-26T06:47:00Z,Bromley,51.413249,0.007876,1,0,0,1
112316,2009-08-26T06:47:00Z,Bromley,51.413249,0.007876,1,0,0,1
